"","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01"
"Share (in %) on ""wirtschaft""&""unsicher""-corpus","6.6192","5.1891","6.3994","8.5545","8.3837","11.7175","10.8603","6.8824","9.7873","7.6373","9.1753","8.6121","12.9246","6.8484","5.0815","9.1912","13.5815","4.5286","5.5459","7.3491","7.6148","11.1973","13.1486","10.8302","8.545","7.239","13.6146","8.1407","7.3106","6.3836","6.6153","5.3679","6.7388","12.7146","10.3263","7.8374","6.9796","5.503","5.5313","3.0017","3.8956","4.9639","5.0285","4.8726","4.482","5.1692","6.1169","4.7556","7.1132","7.2258","5.9465","2.833","7.2493","6.2865","7.2009","5.3826","6.3164","6.2005","8.2293","9.3008","9.3308","7.6161","5.3262","7.3263","4.6511","4.0139","6.545","5.5494","4.8577","6.7617","8.3083","8.6004","9.2363","8.1518","7.2465","6.4663","6.4084","8.2808","6.1729","12.9512","7.9638","7.128","8.6653","7.7474","11.9435","9.7969","8.9978","9.2769","9.0454","6.6878","11.0124","7.9471","10.0661","6.7502","7.5925","6.6591","8.6362","6.2594","7.4321","6.1436","5.9113","9.5975","7.7248","5.2159","8.7676","10.1672","10.0613","6.1892","8.752","8.9132","5.7528","7.039","7.4302","9.3914","6.7537","8.4035","8.2816","5.2502","6.4519","7.4162","6.7989","9.2366","6.9363","6.1977","6.652","9.3961","12.7333","4.0309","7.431","9.6332","10.1063","7.5159","6.872","11.8653","7.7633","8.9864","10.3816","7.9727","8.6492","6.7131","7.3684","7.4474","10.1421","7.4965","8.7026","9.7582","9.0835","7.882","6.1278","5.2627","9.8645","7.8143","14.6694","8.0253","8.5651","8.8656","4.7087","7.9925","6.5228","12.1305","8.7607","4.6929","9.9069","8.0465","9.4753","8.1739","6.8313","12.0763","5.3626","7.552","7.1223","4.7746","7.5577","5.0883","7.8855","4.4788","3.5004","6.2454","6.0028","6.2752","4.2609","7.7211","4.5112","7.0313","10.1834","5.2195","5.9089","7.3318","7.2301","5.7423","5.322","7.3995","5.1943","7.477","5.1393","5.9982","8.8077","5.5414","5.2229","5.2158","6.7953","5.0184","5.6886","7.272","9.1372","8.6605","6.7941","7.8078","10.2656","8.8981","5.1193","4.7205","7.2766","7.8231","5.655","6.0928","7.8723","8.3704","5.3488","6.9412","6.8052","5.1934","5.7391","7.6001","7.7816","7.2811","10.2477","10.65","6.9683","8.0294","6.3693","5.0042","8.0191","4.8735","5.9337","5.1596","5.4923","9.1302","8.2197","9.3248","3.367","3.6746","4.7642","5.7127","5.2102","5.7824","6.581","9.1822","11.6734","8.2415","8.04","5.8679","7.7567","7.6305","8.8752","7.5922","10.529","13.4092","11.0359","12.6852","13.3819","12.1503","12.9648","7.8107","10.0503","8.1171","10.739","14.3354","9.0437","13.3538","11.6645","11.1022","10.6588","8.8093","14.615","12.7075","12.7555","9.1234","10.0521"
"Share (in Promille) on entire corpus","1.6194","1.4147","1.5361","2.4156","2.3091","3.9653","3.0436","1.5961","1.8416","1.6433","1.8789","2.5992","3.3186","1.2099","1.0471","2.128","3.5149","0.8539","1.2096","1.6907","1.402","2.6035","3.3506","3.0314","2.0237","1.3774","2.387","1.1825","1.7779","1.4068","1.1077","0.6739","1.2616","2.1042","2.0648","1.4733","1.48","1.1808","0.9065","0.6342","1.0144","1.4203","0.9257","0.8905","0.895","1.2033","1.16","1.1259","1.5793","1.2928","1.2576","0.6368","1.2769","1.1838","1.2256","1.1386","1.6565","2.0494","2.3563","2.197","1.8152","1.2618","1.1026","1.6771","1.2124","0.9887","1.1236","1.196","1.0487","1.4288","1.6742","1.8012","1.9828","1.8912","1.6214","1.3212","1.2163","1.7398","1.3176","2.7595","2.1188","1.9985","2.6868","2.6575","4.1938","2.7215","3.2364","3.8013","3.9002","3.0127","5.2089","3.3381","3.7484","2.2169","2.0067","1.9323","2.109","1.5939","2.0405","1.8202","1.4776","2.7211","1.669","1.0704","1.7615","1.8405","1.7147","1.2441","2.0792","2.4011","1.6052","2.2384","2.7748","2.6709","1.2937","2.1882","2.3703","1.4441","2.2882","3.1734","2.9146","4.0191","3.0124","2.7235","1.9618","3.2928","4.1981","1.6036","2.8484","3.7996","4.8591","3.2303","2.6001","3.977","2.7356","3.5323","3.911","2.5304","3.3387","2.9486","3.5023","2.8635","3.3292","2.4816","3.5267","3.4252","3.3931","3.3881","2.2238","1.8565","3.3278","2.376","3.8972","2.8558","3.3365","3.1324","1.5504","2.2106","1.7208","3.8569","2.6817","1.6169","3.5566","3.0314","2.476","2.7468","2.341","4.2072","2.3449","2.5239","2.0895","1.0742","2.0368","1.4796","2.1554","1.2597","0.8993","1.567","1.4112","2.286","1.2303","2.24","1.3562","2.297","2.9696","1.2417","1.7614","1.8618","1.8794","1.5555","1.7881","2.3685","2.4162","2.7366","1.6048","1.9204","2.3371","1.73","1.4953","1.6296","2.2245","1.3595","1.8784","2.0829","3.5222","3.2551","1.763","1.9536","3.1089","2.9415","1.7348","1.7098","2.5631","2.6502","1.6465","1.5341","1.921","1.9891","1.2813","1.9665","1.5975","1.6645","2.0688","2.6692","2.62","2.0986","1.9555","3.4506","2.097","2.2141","0.9653","1.1742","2.0814","1.4384","1.1354","1.6274","1.4468","2.6575","2.2048","2.7884","1.068","1.2984","2.0913","1.9069","2.5519","3.1644","2.9724","4.2862","6.767","7.1438","6.6368","4.6339","8.4927","6.71","8.565","9.3129","16.3238","23.9986","20.9186","23.697","26.1727","21.1473","22.4011","13.1001","16.6977","12.1906","14.8001","19.8285","12.336","15.9756","15.7925","15.6525","11.4904","9.4801","17.6823","14.4331","15.159","9.6125","10.3761"
"1","spd","sagte","sagte","oekosteuer","lufthansa","bundesregierung","schroeder","spd","ba","bundesregierung","eichel","ig","ig","metall","ig","ig","arbeitgeber","gewerkschaften","sagte","seehofer","schroeder","schroeder","spd","verdi","sagte","bahn","bahn","spd","spd","ruerup","conrad","putzhammer","spd","merz","prozent","prozent","schmidt","clement","prozent","eichel","sagte","spd","gewerkschaften","hartz","sagte","ig","bahn","sagte","sagte","prozent","prozent","bundesregierung","metall","mehrwertsteuer","mehrwertsteuer","prozent","sagte","spd","koalition","prozent","seehofer","peters","rentenversicherung","arbeitgeber","steinbrueck","beck","regierung","steuern","steinbrueck","bvg","euro","ruerup","ig","ig","millionen","spd","sagte","spd","millionen","erhoehung","bahn","bbc","sagte","berlin","spd","arbeitgeber","spd","spd","spd","spd","sagte","huber","metall","metall","berliner","lammert","gewerkschaften","telekom","euro","spd","euro","euro","euro","millionen","mascher","bahn","eads","euro","euro","metall","fdp","fdp","merkel","euro","euro","regelsaetze","fdp","bundesregierung","euro","rechnungshof","euro","fdp","sagte","weidmann","weidmann","progression","schaeuble","ude","schaeuble","fdp","fdp","fdp","spd","ig","arbeitgeber","euro","sagte","koalition","bayern","aerzte","aerzte","sagte","sagte","energiewende","fdp","ig","fdp","progression","fdp","kanzlerin","euro","spd","spd","spd","spd","euro","bafoeg","gabriel","euro","progression","progression","hochschulen","gewerkschaften","progression","progression","schaeuble","progression","progression","schaeuble","metall","spd","steuer","schaeuble","bund","schaeuble","sagte","eon","milliarden","spiele","euro","mindestlohn","mittelschicht","bundesregierung","arbeitgeber","milliarden","milliarden","soeder","rente","schaeuble","schaeuble","csu","euro","csu","schulz","spd","euro","schaeuble","koalition","rente","bund","spd","schaeuble","gruenen","bund","spd","kef","kirchenasyl","grundsteuer","scholz","euro","holznagel","betriebe","spd","spd","kinder","euro","euro","euro","sender","parteien","euro","costeuer","euro","wasserstoff","spd","bundesregierung","gruenen","euro","oesterreich","afd","bundesregierung","partei","bundesregierung","erhoehung","bundesregierung","sachsenanhalt","bundeswehr","arbeitgeber","metall","euro","kind","afd","spd","bund","spd","spd","union","weselsky","gruenen","fdp","fdp","scholz","merz","scholz","lindner","lindner","lindner","lindner","lindner","lindner","lindner","lindner","euro","euro","fdp","spd","verdi","dienst","bahn","evg","spd","lindner","lindner","bund","bahn","euro","bahn","lindner","bahn"
"2","sagte","spd","sei","eichel","piloten","gewerkschaften","spd","bundesregierung","eichel","eichel","bundesregierung","metall","gewerkschaften","ig","sagte","metall","ig","beschaeftigten","rentner","rentner","stoiber","spd","sagte","vermoegensteuer","arbeitgeber","sagte","gewerkschaften","schroeder","gewerkschaften","prozent","mrd","ringstorff","prozent","sagte","ig","sagte","spd","schroeder","bundesregierung","sagte","bundesregierung","sagte","prozent","mindestlohn","prozent","sagte","gewerkschaften","rentner","sollen","huber","spd","prozent","ig","prozent","spd","gewerkschaften","spd","metall","mehrwertsteuer","metall","spd","steinbrueck","privatversicherung","steinbrueck","spd","spd","bundesregierung","sagte","hoehere","spd","cent","sagte","metall","metall","sagte","steinbrueck","euro","euro","sagte","spd","millionen","spd","cdu","euro","dienst","verdi","arbeitnehmer","sagte","euro","sagte","verdi","sagte","ig","ig","berlin","merkel","schroeder","sattelberger","mindestlohn","sagte","merkel","merkel","spd","gewerkschaften","spd","fdp","euro","oberhausen","mrd","cdu","cocacola","euro","cdu","cromme","sagte","sagte","euro","merkel","fdp","euro","ard","spd","gewerkschaft","euro","merkel","fdp","progression","bund","euro","cdu","koalition","schaeuble","fdp","arbeitnehmer","gewerkschaften","fdp","bund","bundesregierung","seehofer","fdp","fdp","altmaier","erhoehung","fdp","spd","metall","cdu","kalte","gruenen","merkel","spd","euro","gruenen","mindestlohn","union","spd","bundesregierung","schaeuble","schaeuble","kalten","gabriel","bundesregierung","bafoeg","kalten","schaeuble","progression","ig","kalten","progression","ig","merkel","soeder","progression","bundesregierung","rente","merkel","rueckstellungen","bundesregierung","hamburg","einkommen","goae","tunnel","milliarden","metall","spd","bund","einkommen","renten","euro","euro","cdu","progression","schaeuble","euro","schulz","schaeuble","einkommen","euro","milliarden","euro","fdp","fdp","fdp","euro","euro","spd","faelle","kinder","afd","scholz","fraktionen","bund","rente","illinois","kind","krankenversicherung","versorgungssicherheit","wohngeld","oeffentlichrechtlichen","spenden","wohngeld","gruenen","bahn","bundesregierung","kinder","sollen","bundesregierung","spd","spd","fdp","rente","afd","hunko","cdu","bundestag","cdu","cdu","verdi","cdu","entlastung","kinder","harassment","arbeitgeber","gruenen","fdp","fdp","fdp","gdl","union","spd","spd","fdp","spd","spd","spd","scholz","spd","scholz","scholz","scholz","scholz","scholz","scholz","scholz","lindner","lindner","bahn","bahn","evg","bahn","mindestlohn","spd","cdu","spd","gdl","buergergeld","spd","fdp","weselsky"
"3","millionen","bundesregierung","bundesregierung","spd","sagte","spd","bundesregierung","schroeder","sagte","spd","ig","gewerkschaften","metall","tarifrunde","metall","prozent","verdi","prozent","prozent","sagte","sagte","schaechter","prozent","gewerkschaft","verdi","prozent","warnstreiks","gdl","arbeitnehmer","spd","raffarin","pflegeversicherung","milliarden","rentner","sagte","euro","gewerkschaften","prozent","rente","bundesregierung","eichel","bund","euro","iv","bahn","prozent","arbeitnehmer","ruland","prozent","spd","kapitaleinkommen","mrd","sagte","beitraege","union","kanzler","schroeder","huber","spd","ig","aerzte","bund","spd","familien","koalition","steinbrueck","abgeltungsteuer","sollen","finanzminister","ig","rente","arbeitnehmer","millionen","arbeitgeber","hofmann","sagte","auma","leistungen","spd","parteien","spd","euro","euro","mindestlohn","sagte","oeffentlichen","rentner","rentner","csu","glos","spd","metall","spd","kannegiesser","bundesregierung","sprache","beschaeftigten","euro","arbeitnehmer","arbeitgeber","rentner","union","metall","spd","fdp","euro","bestellnationen","sagte","sagte","huber","gewerkschaft","sagte","euro","brinker","bundesregierung","hartzivsaetze","leyen","euro","krupp","sagte","piel","merkel","verdi","bundesregierung","life","schaeuble","fdp","fdp","weidmann","schaeuble","euro","roesler","roesler","metall","bund","sagte","spd","sagte","sagte","kassen","schaeuble","fdp","bund","spd","euro","verdi","spd","milliarden","partei","schweitzer","gruenen","gruenen","euro","euro","mindestlohn","union","reform","euro","mindestlohn","abbau","spd","mindestlohn","schaeuble","abbau","bund","seehofer","kalten","cdu","bundesregierung","arbeitgeber","progression","bundesregierung","spd","darauf","bahn","b","bahn","who","rente","steuerzahler","gewerkschaften","metall","wolfgang","ig","grillo","reform","rente","gesetz","einkommen","lindner","rentenversicherung","kalte","cdu","spd","euro","spd","cdu","gesetz","spd","bundesregierung","gruenen","milliarden","buergerversicherung","spd","zdf","ard","afd","armut","spd","spd","rente","kloeckner","sozialen","pritzker","geburtenrate","beitraege","einkommen","bund","euro","euro","spd","spd","karlsruhe","vermoegensteuer","schulen","gesetz","fdp","sollen","cdu","spd","gesetz","weidel","spd","dienst","gesetz","bundesregierung","spd","beschaeftigten","afd","spd","bodenwertsteuer","bundestag","partei","bundestag","gruenen","union","spd","gruenen","spd","scholz","gruenen","gruenen","gruenen","lindner","fdp","fdp","gruenen","spd","spd","spd","spd","bundesregierung","spd","spd","spd","fdp","euro","oeffentlichen","lindner","gewerkschaft","scholz","fdp","fdp","euro","gewerkschaft","spd","gdl","habeck","gdl"
"4","eichel","prozent","berlin","bundesregierung","prozent","sagte","gewerkschaften","prozent","stoiber","sagte","sagte","tarifrunde","buendnis","sagte","arbeitgeber","arbeitgeber","metall","streiks","bolkestein","bundesregierung","eichel","euro","eichel","spd","balkenende","gewerkschaften","zdf","sollen","sagte","rentner","ard","rentner","raffarin","euro","spd","sollen","schmoldt","gerhard","sollen","hans","euro","eichel","sagte","ruerup","erhoehung","metall","mitbestimmung","rente","huber","sagte","mehrwertsteuer","berlin","arbeitgeber","arbeitgeber","oettinger","streik","prozent","ig","ig","sagte","bundesregierung","kluncker","steinbrueck","peters","milliarden","privaten","steuer","geplante","peer","sagte","roedl","stoiber","arbeitnehmer","wetzel","euro","schaeuble","arbeitnehmer","millionen","rentner","euro","euro","sagte","koalition","bundesregierung","gewerkschaften","gewerkschaft","gewerkschaften","cdu","sagte","cdu","beschaeftigten","ig","beck","forderung","sagte","spd","spd","konjunkturpaket","sagte","moenigraane","arbeitnehmer","cdu","sagte","sagte","rentner","union","airbus","elsemann","airbus","sagte","sagte","entlastung","sagte","bundesregierung","steuer","euro","meyer","post","muessen","merkel","bundesregierung","euro","arbeitgeber","gipslaender","euro","steuersenkungen","euro","sagte","bundesregierung","sagte","schaeuble","schaeffler","bund","gewerkschaften","verdi","roesler","energiewende","forderung","bundesverfassungsgericht","sagte","sagte","energiewende","cdu","sagte","energiewende","sagte","boni","kalten","trittin","wahlkampf","einkommen","arbeitnehmer","steuern","union","csu","koalition","euro","koalition","rente","spd","kalten","union","koalition","spd","spd","steinbrueck","cdu","schaeuble","kalte","seehofer","bundesregierung","sei","gabriel","anhebung","industrie","steuer","bundesregierung","bund","olympia","entlastung","metall","roehre","euro","angebot","arbeitgeber","soeder","arbeitnehmer","spd","milliarden","kuenstlersozialkasse","euro","bundesregierung","euro","bund","stiftungen","steuern","spd","spd","euro","spd","cdu","arbeitnehmer","rentenversicherung","flick","union","union","bundestag","hartz","partei","baukindergeld","euro","tonnen","bund","eltern","euro","rentenversicherung","entlastung","spd","kef","eltern","einkommen","bauindustrie","rente","euro","eltern","spd","euro","siebenkotten","gruenen","euro","nutzer","aethiopien","oesterreich","gewerkschaften","sollen","ard","euro","oeffentlichen","tarifrunde","steuerzahler","toxisch","schuldenbremse","bahn","spahn","scholz","gruenen","gruenen","bahn","laschet","gruenen","ampel","spd","cdu","fdp","gruenen","spd","fdp","habeck","fdp","fdp","euro","spd","lindner","bundesregierung","euro","gewerkschaft","oeffentlichen","evg","gewerkschaft","euro","euro","euro","spd","scholz","euro","fdp","weselsky","gewerkschaft","streiks"
"5","bundesregierung","dm","prozent","sagte","cockpit","schroeder","sagte","sagte","bundesregierung","dm","prozent","zwickel","sagte","prozent","mehrwertsteuer","sagte","gewerkschaft","bundestag","gewerkschaft","stoiber","spd","eigenheimzulage","euro","prozent","gewerkschaft","transnet","ard","sozialhilfe","gewerkschaft","schroeder","millionen","arbeitnehmer","euro","sollen","bundesregierung","pflegeversicherung","sagte","dienstag","sagte","rogowski","prozent","euro","spd","euro","sei","spd","arbeitgeber","bundesregierung","reform","millionen","flierl","sagte","spd","spd","ard","arbeitnehmer","milliarden","union","metall","spd","sagte","spd","mehrwertsteuer","spd","beck","koalition","spd","staat","sagte","bund","januar","spd","tarifrunde","arbeitnehmer","metall","cdu","seien","pflegestufe","cdu","sagte","ard","beck","erhoehung","spd","gewerkschaft","beschaeftigten","arbeitgeber","charité","steinbrueck","csu","euro","spd","euro","arbeitgeber","erhoehung","sagte","bund","verdi","merkel","einkommen","waigel","grabka","gewerkschaften","euro","koalition","koalition","sagte","pro","steuerreform","ig","euro","koalition","bundesregierung","schuetz","einkommen","kinder","bundesregierung","bund","schaeuble","milliarden","sollen","weidmann","gewerkschaften","merkel","ausbau","sagte","koalition","dfs","milliarden","euro","cdu","euro","gabriel","verdi","kommunen","spd","progression","energiewende","karlsruhe","energiewende","bundesregierung","steinbrueck","trittin","gesetz","sagte","arbeitgeber","progression","fdp","metall","rentenversicherung","fdp","schroeder","union","steuererhoehungen","cdu","progression","energiewende","bundesregierung","alleinerziehenden","energiewende","koalition","koalition","arbeitgeber","gabriel","kalten","spd","linnemann","kalte","merkel","sagte","union","staat","kalte","euro","gewerkschaft","angela","aufsichtsrat","scholz","berlin","progression","gesetzlichen","ig","gelten","gewerkschaften","cdu","familienunternehmer","spd","plan","entlastung","bund","patienten","schaeuble","spd","milliarden","schaeuble","sozialabgaben","steuersenkungen","milliarden","rentenniveau","fordert","union","wohngeld","kosten","union","ard","euro","bamf","iv","dynamik","bund","steuern","millionen","mietenstopp","nahles","kindern","staat","kuenftig","fock","rundfunkanstalten","fdp","buchmann","leistungen","wolf","eltern","partei","rente","cdu","bundesregierung","koalition","kommission","forderungen","muessten","bundestag","spd","kommission","afd","erhoehung","gewerkschaft","projekte","cdu","krankenhaeuser","fdp","ig","rente","bund","parteien","partei","spd","scholz","bundesregierung","scholz","lindner","scholz","merz","bundesregierung","bundesregierung","bundesregierung","fdp","bundesregierung","einkommen","fdp","bund","bundesregierung","einkommen","bundesregierung","post","arbeitgeber","streiks","kommunen","kliniken","kliniken","schuldenbremse","euro","fdp","weselsky","bund","fdp","lufthansa","kliniken"
"6","gewerkschaften","eichel","spd","schroeder","verdi","cdu","prozent","mueller","prozent","ig","metall","sagte","spd","spd","gewerkschaften","abschluss","gewerkschaften","arbeitgeber","millionen","spd","kanzler","eichel","koalition","oeffentlichen","prozent","spd","gewerkschaft","gewerkschaften","arbeitgeber","rente","erhoehung","sollen","bundeswehr","prozent","euro","leistungen","sei","renten","euro","solle","clement","prozent","millionen","gewerkschaften","sprecher","peters","clement","prozent","gerhard","sollen","ruerup","fordert","prozent","sagte","sagte","schroeder","union","koalition","sagte","peters","metall","prozent","arbeit","metall","mehrwertsteuererhoehung","bund","steinbrueck","familien","ig","kindern","steinbrueck","sollen","gewerkschaft","peters","beschaeftigten","arbeitgeber","ard","pflegeversicherung","mitarbeiter","regelsatz","oeffentlichrechtlichen","millionen","spd","mehr","ig","euro","millionen","arbeitnehmer","einkommen","koalition","ig","berlin","gewerkschaft","keitel","arbeitgeber","grundgesetz","euro","sagte","arbeitgeber","steuern","bahn","mietspiegel","rentner","horn","cdu","sagte","koalition","oeffentlichen","steuersenkungen","gewerkschaften","union","union","koalition","berlin","mrd","sei","steinbrueck","sagte","bund","bund","galileo","regelsatz","ig","fdp","post","euro","milliarden","cdu","fdp","koalition","sagte","monti","bundesregierung","arbeitgeber","beschaeftigten","arbeitnehmer","schaeuble","bund","klage","krankenkassen","spd","koalition","verhandlungen","euro","millionen","gewerkschaften","sagte","arbeitnehmer","liberalen","bundesregierung","bund","fdp","parteien","staat","koalition","csu","cdu","spd","cdu","kalte","kalte","sagte","studenten","cdu","kalte","sagte","metall","abbau","cdu","abschluss","seehofer","spd","kalten","fordert","bund","schaeuble","fernverkehr","hamburg","spd","erhoehung","fluechtlinge","milliarden","tarif","gewerkschaft","hofmann","schaeuble","euro","reform","entlastungen","progression","soeder","milliarden","steuern","staat","nahles","milliarden","wolfgang","entlastung","oesterreich","nitratbelastung","parteien","muesse","spd","milliarden","aelteren","schulz","personen","kinderarmut","euro","milliarden","bund","euro","nahles","rauner","kindergeld","gericht","familien","gorch","indexmodell","partei","gruenen","steuer","richter","staat","gesetz","berlin","partei","cdu","scheuer","cdu","gruenen","dm","rente","gruenen","milliarden","gruenen","sollen","dienst","abgabe","bund","eltern","forderung","sollen","greensill","bundesverfassungsgericht","cdu","parteien","streik","fdp","gruene","bund","koalitionsvertrag","fdp","eegumlage","scholz","sagte","cdu","bundesregierung","kanzler","progression","habeck","fdp","fdp","fdp","gruenen","cdu","spd","arbeitgeber","bund","sagte","cdu","ampel","ampel","lindner","spd","erhoehung","ampel","verdi","gewerkschaft"
"7","bahn","berlin","schroeder","prozent","gewerkschaft","eichel","bahn","sei","spd","regierung","tarifrunde","spd","bundesregierung","eichel","rentenversicherung","bundesregierung","streik","spd","spd","renten","millionen","sollen","gewerkschaften","sagte","bundesregierung","inflationsausgleich","gdl","arbeitnehmer","ard","jahr","bsr","kommission","wehrpflicht","rente","metall","kuenftig","mehr","spd","bundeswehr","deutschen","hans","cdu","balke","arbeitnehmer","milliarden","sei","mehdorn","milliarden","arbeitnehmer","schmidt","berlin","spd","bundesregierung","sei","merkel","rente","regierung","sagte","erhoehung","gewerkschaft","gewerkschaft","mrd","sagte","bundesregierung","steuererhoehung","krankenversicherung","plaene","arbeitgeber","sollen","bahn","mehrwertsteuer","gabriel","sagte","beschaeftigten","ig","kuenftig","senken","sagte","verdi","mindestlohn","sagte","bundesregierung","bvg","berliner","lohn","angebot","euro","lafontaine","bundesregierung","ig","gewerkschaft","euro","kannegiesser","beschaeftigten","ig","berliner","bahn","beschaeftigten","beschaeftigten","steinbrueck","berlin","spd","edf","nussbaum","sagte","steuersenkungen","millionen","steinbrueck","hochtief","richter","ngg","liberalen","spd","arbeiter","bund","cdu","lenz","cordes","fiskus","brief","fdp","gruenen","sollen","sagte","sagte","bundesregierung","sagte","flugsicherung","koalition","roesler","roesler","sagte","metall","bund","sagte","steuern","roesler","krankenkassen","koalition","stackelberg","roesler","minijobber","bundesregierung","bundesregierung","milliarden","bundesregierung","partei","spd","ig","union","milliarden","krankenkassen","fdp","arbeitnehmer","koalitionsvertrag","cdu","fdp","union","hochschulen","schaeuble","union","arbeit","hoehere","kalte","euro","union","abbau","merkel","spd","dulger","soli","benzinsteuer","steuern","oevp","wolfgang","berlin","atomkraftwerke","gabriel","milliarden","spd","ig","bundesregierung","starbucks","warnstreiks","ig","spd","rentenversicherung","rentenversicherung","arbeitnehmer","steuern","staat","entlastungen","steuererhoehungen","steuern","csu","luerssen","euro","union","altersarmut","millionen","rente","einkommen","milliarden","cdu","bundeswehr","koalitionsvertrag","boehringer","familien","beitraege","progression","steuerzahler","sozialausgaben","csu","kind","familien","bund","kommission","kosten","finanzminister","spd","goeringeckardt","euro","bundesverfassungsgericht","kinder","schottergaerten","koalition","spd","gruenen","bund","fiu","prinzip","bundesregierung","sprecher","bundestag","leistungen","cent","beitragserhoehung","gromotka","euro","kakao","cdu","spd","metall","spd","bundesregierung","milliarden","laschet","union","armin","liberalen","gruene","koalition","progression","bundestag","euro","habeck","sagte","schuldenbremse","heil","entlastungen","bundesregierung","gruenen","buergergeld","lindner","scholz","euro","gewerkschaften","lindner","euro","spd","reform","scholz","gewerkschaft","bundesregierung","gruenen","arbeit","euro","euro","stundenwoche"
