"date","ipi"
2015-08-01,0.0254083408629254
2015-09-01,0.0222918248521173
2015-10-01,0.0214807774095678
2015-11-01,0.0210195449817535
2015-12-01,0.0317446675246641
2016-01-01,0.0258506757883195
2016-02-01,0.0243101766413753
2016-03-01,0.0271390622261372
2016-04-01,0.0286808798238035
2016-05-01,0.0261099592281479
2016-06-01,0.0205090740363685
2016-07-01,0.0256876174054118
2016-08-01,0.02254252017178
2016-09-01,0.0234999735570127
2016-10-01,0.0239195087933603
2016-11-01,0.0303429225353188
2016-12-01,0.0274574168290711
2017-01-01,0.0415296766810596
2017-02-01,0.0326887793411049
2017-03-01,0.0281361257391565
2017-04-01,0.0286697147828265
2017-05-01,0.024060910471377
2017-06-01,0.0274085491394498
2017-07-01,0.0254510046177027
2017-08-01,0.0272714775457078
