"date","ipi"
2001-01-01,0.0217172910447433
2001-02-01,0.0239294466774787
2001-03-01,0.0207769603702133
2001-04-01,0.0237211748158694
2001-05-01,0.02419715209117
2001-06-01,0.0299538771580593
2001-07-01,0.0241522453398954
2001-08-01,0.0201780984670021
2001-09-01,0.0167500826271838
2001-10-01,0.0193864503871036
2001-11-01,0.0182264250092256
2001-12-01,0.0258291462711076
2002-01-01,0.0220549442813537
2002-02-01,0.0151489434571671
2002-03-01,0.0178157801047936
2002-04-01,0.0197219497565117
2002-05-01,0.0226308347989522
2002-06-01,0.016497946396974
2002-07-01,0.0185997169515024
2002-08-01,0.0191067329229784
2002-09-01,0.0160641012815911
2002-10-01,0.0196982370645776
2002-11-01,0.0220610848524647
2002-12-01,0.0238894770860758
2003-01-01,0.0194164743880322
2003-02-01,0.0172538149949112
2003-03-01,0.0153327482453862
2003-04-01,0.0118203707816159
2003-05-01,0.021278023831927
2003-06-01,0.0194961448125167
2003-07-01,0.0145259530380151
2003-08-01,0.0105643844996231
2003-09-01,0.0162061953677866
2003-10-01,0.0137558940269185
2003-11-01,0.0164283877823275
2003-12-01,0.017048750449416
2004-01-01,0.0172223988448721
2004-02-01,0.0189389728210467
2004-03-01,0.0138905267659414
2004-04-01,0.0184509972895877
2004-05-01,0.0232887693085136
2004-06-01,0.0251986396064044
2004-07-01,0.0160057584860121
2004-08-01,0.0151932477793484
2004-09-01,0.0179420954852008
2004-10-01,0.0193617193375197
2004-11-01,0.0168899185896755
2004-12-01,0.0206851796018986
2005-01-01,0.0189231746527866
2005-02-01,0.0160007890867728
2005-03-01,0.0189576268114782
2005-04-01,0.019874028203934
2005-05-01,0.0161353462053303
2005-06-01,0.0168760501719305
2005-07-01,0.0144916425933969
2005-08-01,0.0184660818918352
2005-09-01,0.0230942636889317
2005-10-01,0.0291915421927557
2005-11-01,0.0258929719834403
2005-12-01,0.0198107918117405
2006-01-01,0.0168833644331427
2006-02-01,0.0144585312872687
2006-03-01,0.0185402412326847
2006-04-01,0.0203702971592859
2006-05-01,0.0229661791390661
2006-06-01,0.0217532999879516
2006-07-01,0.0151536398832346
2006-08-01,0.0189679071363034
2006-09-01,0.0189120307223909
2006-10-01,0.018264144163243
2006-11-01,0.0174495999352716
2006-12-01,0.0172516410450156
2007-01-01,0.0190240279056614
2007-02-01,0.0202076641376068
2007-03-01,0.0191637511664139
2007-04-01,0.018379305637881
2007-05-01,0.016195930641461
2007-06-01,0.0185128387067466
2007-07-01,0.0183965818462959
2007-08-01,0.0190603276545998
2007-09-01,0.0223637361070964
2007-10-01,0.0250140605724319
2007-11-01,0.027426532992742
2007-12-01,0.0298118185923589
2008-01-01,0.0317364198084227
2008-02-01,0.0249552110618199
2008-03-01,0.0320404481115766
2008-04-01,0.0361716650946455
2008-05-01,0.0381360767555448
2008-06-01,0.0401373693709157
2008-07-01,0.043190013573789
2008-08-01,0.0364554009521269
2008-09-01,0.0327128377712032
2008-10-01,0.0285044014256868
2008-11-01,0.0230538005780236
2008-12-01,0.0247963363901331
2009-01-01,0.0204458091423074
2009-02-01,0.0216836939388309
2009-03-01,0.0241401798326237
2009-04-01,0.0259543163434105
2009-05-01,0.0212441352809142
2009-06-01,0.0251095092024345
2009-07-01,0.0185709341321315
2009-08-01,0.0175438786994216
2009-09-01,0.0177371422804092
2009-10-01,0.0164541842632365
2009-11-01,0.0156062182676351
2009-12-01,0.0184812803236618
2010-01-01,0.0212684372051633
2010-02-01,0.0243242837638293
2010-03-01,0.0249943363115796
2010-04-01,0.0287935232725118
2010-05-01,0.0335071747440935
2010-06-01,0.0255652037549347
2010-07-01,0.0161885921200323
2010-08-01,0.0229771706839057
2010-09-01,0.0248441312581831
2010-10-01,0.0247851653201803
2010-11-01,0.031779635082687
2010-12-01,0.0364192354891698
2011-01-01,0.0381868729803466
2011-02-01,0.0385674466346734
2011-03-01,0.0402112637316198
2011-04-01,0.0398511636524292
2011-05-01,0.0270340261331945
2011-06-01,0.0319101107844686
2011-07-01,0.0294761114229146
2011-08-01,0.0363322182360977
2011-09-01,0.0344769034822787
2011-10-01,0.0342004897011401
2011-11-01,0.0432586000019519
2011-12-01,0.0378683816940303
2012-01-01,0.0339326987449211
2012-02-01,0.028769781659134
2012-03-01,0.0305231516562246
2012-04-01,0.0351436319792538
2012-05-01,0.0336707312461392
2012-06-01,0.0279233073701944
2012-07-01,0.0332200088324608
2012-08-01,0.0392747379789506
2012-09-01,0.0420783053786329
2012-10-01,0.0333348772870901
2012-11-01,0.0290544788743855
2012-12-01,0.0295677352806964
2013-01-01,0.0361135886519758
2013-02-01,0.0308121103091342
2013-03-01,0.0327043385919653
2013-04-01,0.0374678767375735
2013-05-01,0.0321127031456259
2013-06-01,0.030114868120782
2013-07-01,0.0291109499455494
2013-08-01,0.026596565872585
2013-09-01,0.0230027979501009
2013-10-01,0.031013712570292
2013-11-01,0.0348556845583861
2013-12-01,0.0303434374768802
2014-01-01,0.0290762799525289
2014-02-01,0.0251745411741881
2014-03-01,0.0237470944201863
2014-04-01,0.0285844851624573
2014-05-01,0.0269015279184065
2014-06-01,0.030385121470953
2014-07-01,0.0317730085474714
2014-08-01,0.0331305624955249
2014-09-01,0.0238179778504752
2014-10-01,0.0295229338125108
2014-11-01,0.0308359415273342
2014-12-01,0.0301987104893691
2015-01-01,0.0404754248211061
2015-02-01,0.0288087949681878
2015-03-01,0.0257144395583605
2015-04-01,0.0196647250438496
2015-05-01,0.0229107887471579
2015-06-01,0.0259445557856859
2015-07-01,0.0238500224051585
