"","2001-01-01","2001-04-01","2001-07-01","2001-10-01","2002-01-01","2002-04-01","2002-07-01","2002-10-01","2003-01-01","2003-04-01","2003-07-01","2003-10-01","2004-01-01","2004-04-01","2004-07-01","2004-10-01","2005-01-01","2005-04-01","2005-07-01","2005-10-01","2006-01-01","2006-04-01","2006-07-01","2006-10-01","2007-01-01","2007-04-01","2007-07-01","2007-10-01","2008-01-01","2008-04-01","2008-07-01","2008-10-01","2009-01-01","2009-04-01","2009-07-01","2009-10-01","2010-01-01","2010-04-01","2010-07-01","2010-10-01","2011-01-01","2011-04-01","2011-07-01","2011-10-01","2012-01-01","2012-04-01","2012-07-01","2012-10-01","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01","2020-01-01","2020-04-01","2020-07-01","2020-10-01","2021-01-01","2021-04-01","2021-07-01","2021-10-01","2022-01-01","2022-04-01","2022-07-01","2022-10-01","2023-01-01","2023-04-01","2023-07-01","2023-10-01","2024-01-01"
"2006-01-01",0.861663324284741,0.857328163494088,0.85196438015721,0.836030885792389,0.850012035508648,0.854829252035073,0.847811896942602,0.861099052186295,0.842209726239806,0.854095008027506,0.825291875961818,0.828397005301224,0.839618375279647,0.833402684362831,0.824594910909304,0.845449150846331,0.832448861598202,0.814410667098166,0.845755750556062,0.87072911160033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006-04-01",0.869685736919644,0.874482745881185,0.864479318786325,0.85034960425446,0.865410440346694,0.865063616040517,0.863643099072873,0.873950417732187,0.850113650507211,0.864688919329565,0.835895075605252,0.847038860198623,0.852923802435468,0.849867803426399,0.841792544270928,0.85872670106046,0.844814787432447,0.833929438595879,0.854674168596538,0.884928104451396,0.878684938350569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006-07-01",0.856199139616871,0.861295427570387,0.854975322345121,0.839936710285777,0.851101140000591,0.85881280361533,0.858065661722787,0.855210827885021,0.843945010789386,0.857442778553157,0.824148957547894,0.832328916358004,0.840969110420976,0.837923990984951,0.833497562568768,0.852621327789999,0.835186439139431,0.826785466286053,0.8386410135859,0.861474918296441,0.852114678709197,0.875910326731472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006-10-01",0.859653089673481,0.864334903810045,0.857017248245356,0.848074596058333,0.856458299258068,0.856004624976231,0.85736376552812,0.860603834482896,0.845252546422255,0.855332347804917,0.826224713729777,0.836585457895027,0.840082231664959,0.83416259225265,0.829960623422108,0.857917481553478,0.841280998913266,0.818884720513938,0.842655570448035,0.861044568935302,0.84380987192468,0.875254600685136,0.87245137840835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-01-01",0.85737641893788,0.858865648758472,0.856017761408261,0.838407198189828,0.85529845349358,0.86083381692968,0.861357994459534,0.861640903659004,0.840626329770804,0.861979588120248,0.830167301453305,0.832241013134237,0.847798635160314,0.841226816225676,0.833099533217406,0.860764385383517,0.836056119564015,0.813781242854277,0.844564746771848,0.861902674408363,0.844995471635903,0.863906958508776,0.87335461680132,0.878662292902489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-04-01",0.851744175123796,0.85198790915948,0.844020979950455,0.83277349066027,0.842575538390155,0.843253141842018,0.846314989501517,0.850870801179596,0.836077748235243,0.847912003123106,0.821673944054857,0.827754301549468,0.833536754262069,0.824085342145182,0.823959695565178,0.839750482331453,0.820560844191523,0.81890004523496,0.833103226761393,0.852296846280545,0.837978234109763,0.859528121162879,0.852530223738948,0.864002484996768,0.874659094672433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-07-01",0.85267541403705,0.850030739224506,0.852416077801897,0.838764260750197,0.843723120501638,0.851492775833463,0.852019233597869,0.852148294206441,0.83475418138411,0.854329715701007,0.825948298806174,0.823977006104877,0.837171420931101,0.827217106438369,0.827056517235063,0.845206518365479,0.827461274550044,0.809865413870906,0.842744613654134,0.861665447201005,0.837428406896436,0.851562921960289,0.850465411641584,0.859599637308813,0.882372271693561,0.882718607508413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-10-01",0.864336735101828,0.861871372993811,0.866120951615825,0.854310118880431,0.86047255695481,0.86110539702337,0.858814115147922,0.86427483162801,0.84957465486432,0.8672639185623,0.832924570228194,0.839776186752129,0.847860587944354,0.839263137344838,0.836131960038498,0.858639399110416,0.841326536163871,0.82235859374771,0.853586066373653,0.868111194228488,0.853270394711526,0.864450218416422,0.861672442587719,0.868139236750963,0.882657286218441,0.885156297036013,0.896806724293582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-01-01",0.870694150463299,0.87103338909256,0.868859419747455,0.855746084079142,0.863894371495694,0.868640866678523,0.866687288714522,0.869765959930333,0.852409074264835,0.866929444743847,0.841059920189421,0.841618308145657,0.841701220667187,0.839801898691742,0.835124073458904,0.864458886999979,0.841231496127668,0.827504699006853,0.851768604466326,0.871536750159578,0.854289182888826,0.868401870350688,0.859413414603549,0.865184046858293,0.876952560258469,0.876871580510873,0.898157232998753,0.911994826395487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-04-01",0.877704148031418,0.882196909882137,0.877988324065551,0.866686055010987,0.867809706497113,0.874656717463704,0.877162469634387,0.878786249588433,0.854726694361675,0.871640516071975,0.854012819179156,0.851330401011531,0.857650405225207,0.85402840079509,0.848701904750663,0.871994872585145,0.848368821410111,0.835673783759078,0.858647809295021,0.881469369641277,0.856966132108785,0.875663841550611,0.863961011702295,0.871502811109259,0.882306379805052,0.873546123346118,0.895101719208679,0.909715607319766,0.919495934889829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
